stop_name,hour,day_of_week,is_weekend,is_peak_hour,delay_minutes
Malakpet,6,0,0,0,0.88
Mahatma Gandhi Bus Station,6,5,1,0,0.5
Osmania Medical College,6,5,1,0,0.05
Gandhi Bhavan,6,0,0,0,0.4
Nampally,6,5,1,0,0.0
Assembly,6,5,1,0,0.0
Lakdi-ka-pul,6,5,1,0,0.4
Khairatabad,6,1,0,0,0.0
Erra Manzil,6,0,0,0,0.77
Panjagutta,6,4,0,0,0.0
Ameerpet,7,1,0,0,2.12
S. R. Nagar,7,2,0,0,1.33
ESI Hospital,7,0,0,0,0.6
Erragadda,7,2,0,0,0.25
Bharat Nagar,7,1,0,0,0.6
Moosapet,7,5,1,0,0.15
Balanagar,7,4,0,0,0.18
Kukatpally,7,6,1,0,0.68
KPHB Colony,7,4,0,0,0.53
JNTU College,7,0,0,0,0.0
Miyapur,7,4,0,0,0.45
L. B. Nagar,6,5,1,0,0.87
Victoria Memorial,6,6,1,0,0.0
Chaitanyapuri,6,3,0,0,0.0
Dilsukh Nagar,6,5,1,0,1.08
Musarambagh,6,1,0,0,0.18
New Market,6,5,1,0,3.23
Malakpet,6,4,0,0,0.0
Mahatma Gandhi Bus Station,6,1,0,0,0.53
Osmania Medical College,6,1,0,0,0.08
Gandhi Bhavan,6,5,1,0,5.77
Nampally,6,5,1,0,0.68
Assembly,7,3,0,0,0.0
Lakdi-ka-pul,7,5,1,0,0.07
Khairatabad,7,5,1,0,1.38
Erra Manzil,7,6,1,0,0.23
Panjagutta,7,0,0,0,0.0
Ameerpet,7,1,0,0,0.0
S. R. Nagar,7,3,0,0,0.03
ESI Hospital,7,4,0,0,0.63
Erragadda,7,6,1,0,0.82
Bharat Nagar,7,2,0,0,0.07
Moosapet,7,0,0,0,0.0
Balanagar,7,6,1,0,0.6
Kukatpally,7,5,1,0,0.73
KPHB Colony,7,2,0,0,0.0
JNTU College,7,3,0,0,0.0
Miyapur,7,1,0,0,0.82
L. B. Nagar,6,3,0,0,0.17
Victoria Memorial,6,0,0,0,0.2
Chaitanyapuri,6,0,0,0,1.97
Dilsukh Nagar,6,4,0,0,2.92
Musarambagh,6,3,0,0,0.47
New Market,6,0,0,0,0.3
Malakpet,6,3,0,0,1.02
Mahatma Gandhi Bus Station,6,4,0,0,0.0
Osmania Medical College,6,4,0,0,0.02
Gandhi Bhavan,6,3,0,0,0.0
Nampally,6,5,1,0,1.25
Assembly,6,0,0,0,1.07
Lakdi-ka-pul,6,6,1,0,0.02
Khairatabad,6,1,0,0,0.25
Erra Manzil,6,5,1,0,0.25
Panjagutta,6,1,0,0,1.1
Ameerpet,6,5,1,0,1.22
S. R. Nagar,6,4,0,0,1.6
ESI Hospital,6,0,0,0,0.18
Erragadda,6,4,0,0,1.05
Bharat Nagar,6,6,1,0,0.27
Moosapet,6,4,0,0,0.0
Balanagar,6,4,0,0,0.27
Kukatpally,6,6,1,0,1.27
KPHB Colony,6,4,0,0,1.93
JNTU College,6,3,0,0,1.77
Miyapur,6,3,0,0,0.5
L. B. Nagar,6,0,0,0,0.0
Victoria Memorial,6,5,1,0,0.22
Chaitanyapuri,6,0,0,0,0.33
Dilsukh Nagar,6,2,0,0,2.25
Musarambagh,6,1,0,0,0.0
New Market,6,6,1,0,0.08
Malakpet,6,3,0,0,0.22
Mahatma Gandhi Bus Station,6,6,1,0,0.0
Osmania Medical College,6,0,0,0,0.2
Gandhi Bhavan,6,5,1,0,0.87
Nampally,6,4,0,0,0.53
Assembly,6,3,0,0,2.22
Lakdi-ka-pul,6,1,0,0,1.7
Khairatabad,6,3,0,0,0.0
Erra Manzil,7,5,1,0,0.3
Panjagutta,7,1,0,0,0.47
Ameerpet,7,2,0,0,2.42
S. R. Nagar,7,0,0,0,0.97
ESI Hospital,7,5,1,0,0.52
Erragadda,7,1,0,0,0.8
Bharat Nagar,7,2,0,0,0.57
Moosapet,7,5,1,0,0.33
Balanagar,7,5,1,0,2.95
Kukatpally,7,3,0,0,1.43
KPHB Colony,7,0,0,0,0.15
JNTU College,7,6,1,0,2.02
Miyapur,7,6,1,0,0.67
Miyapur,7,1,0,0,2.23
JNTU College,7,5,1,0,1.6
KPHB Colony,7,6,1,0,0.55
Kukatpally,7,5,1,0,0.02
Balanagar,7,1,0,0,0.3
Moosapet,7,6,1,0,0.0
Bharat Nagar,7,5,1,0,1.0
Erragadda,7,0,0,0,0.0
ESI Hospital,7,5,1,0,0.0
S. R. Nagar,7,6,1,0,1.8
Ameerpet,7,3,0,0,6.2
Panjagutta,7,3,0,0,0.18
Erra Manzil,7,4,0,0,0.32
Khairatabad,7,5,1,0,0.02
Lakdi-ka-pul,7,3,0,0,2.45
Assembly,7,0,0,0,0.12
Nampally,7,2,0,0,0.85
Gandhi Bhavan,7,0,0,0,0.32
Osmania Medical College,7,1,0,0,0.8
Mahatma Gandhi Bus Station,7,5,1,0,1.05
Malakpet,7,6,1,0,1.77
New Market,7,4,0,0,0.22
Musarambagh,7,4,0,0,0.0
Dilsukh Nagar,7,6,1,0,0.13
Chaitanyapuri,7,6,1,0,2.3
Victoria Memorial,7,2,0,0,2.07
L. B. Nagar,7,6,1,0,0.9
L. B. Nagar,8,5,1,1,4.57
Victoria Memorial,8,1,0,1,4.85
Chaitanyapuri,8,6,1,1,3.07
Dilsukh Nagar,8,3,0,1,1.92
Musarambagh,8,6,1,1,4.13
New Market,8,3,0,1,3.48
Malakpet,8,3,0,1,2.83
Mahatma Gandhi Bus Station,8,0,0,1,0.0
Osmania Medical College,8,3,0,1,3.45
Gandhi Bhavan,8,1,0,1,3.73
Nampally,8,4,0,1,5.83
Assembly,8,0,0,1,3.17
Lakdi-ka-pul,8,3,0,1,2.07
Khairatabad,8,1,0,1,2.1
Erra Manzil,8,2,0,1,0.0
Panjagutta,8,1,0,1,4.48
Ameerpet,8,4,0,1,3.87
S. R. Nagar,8,1,0,1,4.43
ESI Hospital,8,6,1,1,2.55
Erragadda,8,1,0,1,0.0
Bharat Nagar,8,6,1,1,3.27
Moosapet,8,6,1,1,3.33
Balanagar,8,0,0,1,4.75
Kukatpally,8,4,0,1,0.0
KPHB Colony,8,3,0,1,0.0
JNTU College,8,6,1,1,5.27
Miyapur,8,6,1,1,0.0
Miyapur,7,4,0,0,1.07
JNTU College,7,2,0,0,1.17
KPHB Colony,7,5,1,0,1.88
Kukatpally,7,6,1,0,0.28
Balanagar,7,6,1,0,0.0
Moosapet,7,4,0,0,0.25
Bharat Nagar,7,0,0,0,4.38
Erragadda,7,3,0,0,0.0
ESI Hospital,7,4,0,0,0.0
S. R. Nagar,7,5,1,0,1.22
Ameerpet,7,6,1,0,3.95
Panjagutta,7,3,0,0,0.83
Erra Manzil,7,6,1,0,0.0
Khairatabad,7,0,0,0,0.0
Lakdi-ka-pul,7,6,1,0,1.18
Assembly,7,6,1,0,0.35
Nampally,7,1,0,0,0.0
Gandhi Bhavan,7,6,1,0,3.53
Osmania Medical College,7,5,1,0,2.88
Mahatma Gandhi Bus Station,7,2,0,0,0.63
Malakpet,7,4,0,0,1.97
New Market,7,3,0,0,0.0
Musarambagh,7,4,0,0,0.38
Dilsukh Nagar,7,6,1,0,0.0
Chaitanyapuri,7,0,0,0,0.03
Victoria Memorial,7,1,0,0,0.0
L. B. Nagar,8,0,0,1,1.73
L. B. Nagar,8,5,1,1,3.85
Victoria Memorial,8,6,1,1,4.3
Chaitanyapuri,8,6,1,1,2.32
Dilsukh Nagar,8,3,0,1,4.93
Musarambagh,8,4,0,1,3.88
New Market,8,6,1,1,5.63
Malakpet,8,3,0,1,1.35
Mahatma Gandhi Bus Station,8,6,1,1,3.12
Osmania Medical College,8,5,1,1,5.18
Gandhi Bhavan,8,5,1,1,6.98
Nampally,8,6,1,1,8.58
Assembly,8,0,0,1,4.05
Lakdi-ka-pul,8,4,0,1,4.15
Khairatabad,8,3,0,1,7.0
Erra Manzil,8,4,0,1,4.12
Panjagutta,8,2,0,1,4.48
Ameerpet,8,0,0,1,3.42
S. R. Nagar,8,0,0,1,2.52
ESI Hospital,8,2,0,1,1.43
Erragadda,8,1,0,1,4.97
Bharat Nagar,8,5,1,1,3.08
Moosapet,8,3,0,1,3.0
Balanagar,8,6,1,1,7.13
Kukatpally,8,1,0,1,2.75
KPHB Colony,8,4,0,1,0.0
JNTU College,8,3,0,1,4.08
Miyapur,8,6,1,1,5.13
Miyapur,7,6,1,0,0.25
JNTU College,7,3,0,0,2.85
KPHB Colony,7,5,1,0,0.0
Kukatpally,7,3,0,0,0.93
Balanagar,7,2,0,0,0.72
Moosapet,7,6,1,0,0.25
Bharat Nagar,7,0,0,0,0.18
Erragadda,7,2,0,0,0.0
ESI Hospital,7,2,0,0,0.2
S. R. Nagar,7,6,1,0,1.5
Ameerpet,7,2,0,0,1.53
Panjagutta,7,1,0,0,3.47
Erra Manzil,7,2,0,0,2.15
Khairatabad,7,0,0,0,2.62
Lakdi-ka-pul,7,3,0,0,0.0
Assembly,7,1,0,0,0.18
Nampally,7,6,1,0,0.5
Gandhi Bhavan,7,5,1,0,1.42
Osmania Medical College,7,2,0,0,1.18
Mahatma Gandhi Bus Station,7,2,0,0,0.17
Malakpet,7,3,0,0,1.68
New Market,7,3,0,0,0.25
Musarambagh,7,5,1,0,0.0
Dilsukh Nagar,8,1,0,1,4.13
Chaitanyapuri,8,5,1,1,2.23
Victoria Memorial,8,5,1,1,4.15
L. B. Nagar,8,0,0,1,4.68
L. B. Nagar,8,1,0,1,7.55
Victoria Memorial,8,3,0,1,5.27
Chaitanyapuri,8,0,0,1,2.13
Dilsukh Nagar,8,6,1,1,3.0
Musarambagh,8,2,0,1,4.18
New Market,8,5,1,1,2.0
Malakpet,8,2,0,1,3.97
Mahatma Gandhi Bus Station,8,4,0,1,4.48
Osmania Medical College,8,3,0,1,0.0
Gandhi Bhavan,8,4,0,1,5.18
Nampally,8,1,0,1,4.13
Assembly,8,1,0,1,2.9
Lakdi-ka-pul,8,5,1,1,6.28
Khairatabad,8,0,0,1,5.47
Erra Manzil,8,5,1,1,5.85
Panjagutta,8,3,0,1,5.6
Ameerpet,8,0,0,1,7.12
S. R. Nagar,8,0,0,1,4.68
ESI Hospital,8,6,1,1,3.17
Erragadda,8,6,1,1,3.25
Bharat Nagar,8,1,0,1,4.37
Moosapet,8,1,0,1,4.43
Balanagar,8,5,1,1,4.8
Kukatpally,8,3,0,1,2.15
KPHB Colony,8,1,0,1,5.88
JNTU College,8,3,0,1,3.03
Miyapur,8,4,0,1,4.15
Miyapur,7,5,1,0,1.5
JNTU College,7,2,0,0,0.1
KPHB Colony,7,5,1,0,1.42
Kukatpally,7,4,0,0,0.77
Balanagar,7,6,1,0,3.28
Moosapet,7,6,1,0,0.42
Bharat Nagar,7,1,0,0,1.0
Erragadda,7,2,0,0,2.68
ESI Hospital,7,2,0,0,0.1
S. R. Nagar,7,5,1,0,2.77
Ameerpet,7,5,1,0,0.0
Panjagutta,7,0,0,0,0.35
Erra Manzil,7,2,0,0,1.22
Khairatabad,7,3,0,0,0.07
Lakdi-ka-pul,7,1,0,0,0.87
Assembly,7,6,1,0,0.42
Nampally,7,1,0,0,0.97
Gandhi Bhavan,7,0,0,0,0.03
Osmania Medical College,7,5,1,0,2.05
Mahatma Gandhi Bus Station,7,5,1,0,3.62
Malakpet,7,0,0,0,3.47
New Market,8,1,0,1,2.9
Musarambagh,8,0,0,1,0.0
Dilsukh Nagar,8,2,0,1,2.32
Chaitanyapuri,8,6,1,1,4.75
Victoria Memorial,8,2,0,1,3.93
L. B. Nagar,8,3,0,1,5.3
L. B. Nagar,8,5,1,1,0.0
Victoria Memorial,8,0,0,1,0.0
Chaitanyapuri,8,1,0,1,3.05
Dilsukh Nagar,8,5,1,1,3.8
Musarambagh,8,5,1,1,3.15
New Market,8,4,0,1,4.62
Malakpet,8,1,0,1,0.0
Mahatma Gandhi Bus Station,8,5,1,1,4.08
Osmania Medical College,8,4,0,1,2.6
Gandhi Bhavan,8,4,0,1,6.77
Nampally,8,6,1,1,0.0
Assembly,8,3,0,1,1.35
Lakdi-ka-pul,8,4,0,1,3.52
Khairatabad,8,2,0,1,4.88
Erra Manzil,8,2,0,1,5.18
Panjagutta,8,5,1,1,6.13
Ameerpet,8,3,0,1,8.37
S. R. Nagar,8,1,0,1,2.5
ESI Hospital,8,1,0,1,4.7
Erragadda,8,5,1,1,5.13
Bharat Nagar,8,5,1,1,2.12
Moosapet,8,1,0,1,3.87
Balanagar,8,1,0,1,2.35
Kukatpally,8,2,0,1,1.92
KPHB Colony,8,2,0,1,2.93
JNTU College,8,3,0,1,3.83
Miyapur,9,3,0,1,0.0
Miyapur,7,3,0,0,0.07
JNTU College,7,1,0,0,0.48
KPHB Colony,7,1,0,0,0.65
Kukatpally,7,2,0,0,0.9
Balanagar,7,2,0,0,0.0
Moosapet,7,0,0,0,1.18
Bharat Nagar,7,0,0,0,1.97
Erragadda,7,5,1,0,1.5
ESI Hospital,7,1,0,0,0.03
S. R. Nagar,7,5,1,0,0.0
Ameerpet,7,2,0,0,1.58
Panjagutta,7,1,0,0,4.32
Erra Manzil,7,5,1,0,0.15
Khairatabad,7,5,1,0,0.68
Lakdi-ka-pul,7,4,0,0,0.95
Assembly,7,0,0,0,1.2
Nampally,7,3,0,0,0.82
Gandhi Bhavan,7,1,0,0,0.0
Osmania Medical College,8,6,1,1,3.45
Mahatma Gandhi Bus Station,8,4,0,1,2.48
Malakpet,8,3,0,1,1.33
New Market,8,5,1,1,2.03
Musarambagh,8,4,0,1,4.58
Dilsukh Nagar,8,6,1,1,3.4
Chaitanyapuri,8,2,0,1,0.0
Victoria Memorial,8,2,0,1,4.83
L. B. Nagar,8,2,0,1,4.77
L. B. Nagar,8,5,1,1,3.22
Victoria Memorial,8,3,0,1,5.72
Chaitanyapuri,8,3,0,1,0.0
Dilsukh Nagar,8,2,0,1,4.67
Musarambagh,8,5,1,1,4.65
New Market,8,3,0,1,5.05
Malakpet,8,2,0,1,4.17
Mahatma Gandhi Bus Station,8,1,0,1,4.67
Osmania Medical College,8,2,0,1,1.32
Gandhi Bhavan,8,5,1,1,0.0
Nampally,8,0,0,1,3.92
Assembly,8,1,0,1,6.07
Lakdi-ka-pul,8,5,1,1,4.35
Khairatabad,8,6,1,1,4.07
Erra Manzil,8,2,0,1,4.68
Panjagutta,8,0,0,1,5.23
Ameerpet,8,2,0,1,8.67
S. R. Nagar,8,1,0,1,2.42
ESI Hospital,8,2,0,1,2.05
Erragadda,8,3,0,1,5.08
Bharat Nagar,8,2,0,1,0.0
Moosapet,8,1,0,1,2.93
Balanagar,8,4,0,1,5.4
Kukatpally,9,2,0,1,4.5
KPHB Colony,9,3,0,1,0.0
JNTU College,9,6,1,1,4.23
Miyapur,9,1,0,1,6.67
Miyapur,7,0,0,0,0.53
JNTU College,7,4,0,0,0.32
KPHB Colony,7,6,1,0,0.88
Kukatpally,7,5,1,0,2.43
Balanagar,7,2,0,0,0.23
Moosapet,7,1,0,0,0.97
Bharat Nagar,7,3,0,0,0.98
Erragadda,7,3,0,0,1.32
ESI Hospital,7,1,0,0,0.13
S. R. Nagar,7,6,1,0,1.25
Ameerpet,7,3,0,0,3.75
Panjagutta,7,5,1,0,0.27
Erra Manzil,7,6,1,0,3.55
Khairatabad,7,4,0,0,0.18
Lakdi-ka-pul,7,0,0,0,0.0
Assembly,8,6,1,1,0.0
Nampally,8,3,0,1,0.0
Gandhi Bhavan,8,3,0,1,3.15
Osmania Medical College,8,0,0,1,2.55
Mahatma Gandhi Bus Station,8,4,0,1,5.37
Malakpet,8,4,0,1,3.92
New Market,8,4,0,1,0.0
Musarambagh,8,5,1,1,5.02
Dilsukh Nagar,8,6,1,1,2.53
Chaitanyapuri,8,3,0,1,1.75
Victoria Memorial,8,6,1,1,0.0
L. B. Nagar,8,3,0,1,0.0
L. B. Nagar,8,4,0,1,3.75
Victoria Memorial,8,3,0,1,2.88
Chaitanyapuri,8,6,1,1,1.32
Dilsukh Nagar,8,2,0,1,4.98
Musarambagh,8,6,1,1,5.02
New Market,8,3,0,1,4.97
Malakpet,8,5,1,1,0.0
Mahatma Gandhi Bus Station,8,4,0,1,2.18
Osmania Medical College,8,6,1,1,3.18
Gandhi Bhavan,8,1,0,1,3.9
Nampally,8,4,0,1,0.0
Assembly,8,1,0,1,0.0
Lakdi-ka-pul,8,3,0,1,1.87
Khairatabad,8,3,0,1,0.0
Erra Manzil,8,5,1,1,4.37
Panjagutta,8,1,0,1,0.0
Ameerpet,8,6,1,1,6.87
S. R. Nagar,8,4,0,1,4.33
ESI Hospital,8,0,0,1,1.27
Erragadda,8,6,1,1,4.18
Bharat Nagar,8,0,0,1,3.92
Moosapet,9,4,0,1,4.87
Balanagar,9,3,0,1,3.88
Kukatpally,9,1,0,1,0.0
KPHB Colony,9,6,1,1,5.52
JNTU College,9,1,0,1,6.62
Miyapur,9,4,0,1,4.15
Miyapur,7,4,0,0,0.0
JNTU College,7,2,0,0,0.83
KPHB Colony,7,5,1,0,0.02
Kukatpally,7,1,0,0,2.67
Balanagar,7,5,1,0,1.17
Moosapet,7,2,0,0,1.12
Bharat Nagar,7,3,0,0,0.23
Erragadda,7,1,0,0,1.07
ESI Hospital,7,5,1,0,0.5
S. R. Nagar,7,4,0,0,1.05
Ameerpet,7,4,0,0,2.42
Panjagutta,7,3,0,0,7.43
Erra Manzil,7,5,1,0,0.03
Khairatabad,8,5,1,1,6.4
Lakdi-ka-pul,8,0,0,1,6.17
Assembly,8,2,0,1,4.78
Nampally,8,4,0,1,4.72
Gandhi Bhavan,8,5,1,1,4.05
Osmania Medical College,8,6,1,1,0.0
Mahatma Gandhi Bus Station,8,1,0,1,4.33
Malakpet,8,5,1,1,3.18
New Market,8,1,0,1,1.8
Musarambagh,8,6,1,1,2.85
Dilsukh Nagar,8,1,0,1,4.28
Chaitanyapuri,8,3,0,1,3.28
Victoria Memorial,8,6,1,1,0.0
L. B. Nagar,8,0,0,1,1.55
L. B. Nagar,8,2,0,1,4.58
Victoria Memorial,8,1,0,1,0.0
Chaitanyapuri,8,1,0,1,4.92
Dilsukh Nagar,8,4,0,1,3.63
Musarambagh,8,0,0,1,2.38
New Market,8,4,0,1,0.0
Malakpet,8,3,0,1,4.0
Mahatma Gandhi Bus Station,8,3,0,1,4.98
Osmania Medical College,8,2,0,1,5.53
Gandhi Bhavan,8,6,1,1,4.18
Nampally,8,3,0,1,1.23
Assembly,8,6,1,1,5.63
Lakdi-ka-pul,8,2,0,1,4.98
Khairatabad,8,4,0,1,4.78
Erra Manzil,8,1,0,1,1.83
Panjagutta,8,1,0,1,2.68
Ameerpet,8,6,1,1,5.17
S. R. Nagar,8,0,0,1,3.02
ESI Hospital,9,3,0,1,4.8
Erragadda,9,0,0,1,2.97
Bharat Nagar,9,0,0,1,1.85
Moosapet,9,1,0,1,2.87
Balanagar,9,3,0,1,4.57
Kukatpally,9,1,0,1,3.37
KPHB Colony,9,6,1,1,5.13
JNTU College,9,5,1,1,4.88
Miyapur,9,0,0,1,0.0
Miyapur,7,3,0,0,1.0
JNTU College,7,5,1,0,3.02
KPHB Colony,7,5,1,0,0.92
Kukatpally,7,5,1,0,1.7
Balanagar,7,6,1,0,2.15
Moosapet,7,1,0,0,0.25
Bharat Nagar,7,2,0,0,0.23
Erragadda,7,5,1,0,0.93
ESI Hospital,7,2,0,0,0.52
S. R. Nagar,7,4,0,0,1.82
Ameerpet,7,4,0,0,0.0
Panjagutta,8,3,0,1,4.38
Erra Manzil,8,4,0,1,4.6
Khairatabad,8,6,1,1,4.22
Lakdi-ka-pul,8,3,0,1,3.58
Assembly,8,0,0,1,0.0
Nampally,8,2,0,1,4.12
Gandhi Bhavan,8,3,0,1,3.85
Osmania Medical College,8,6,1,1,1.18
Mahatma Gandhi Bus Station,8,6,1,1,4.45
Malakpet,8,0,0,1,2.72
New Market,8,2,0,1,3.87
Musarambagh,8,1,0,1,0.0
Dilsukh Nagar,8,0,0,1,3.92
Chaitanyapuri,8,1,0,1,3.22
Victoria Memorial,8,4,0,1,5.03
L. B. Nagar,8,6,1,1,6.25
L. B. Nagar,8,3,0,1,4.0
Victoria Memorial,8,2,0,1,2.95
Chaitanyapuri,8,6,1,1,1.42
Dilsukh Nagar,8,4,0,1,0.0
Musarambagh,8,0,0,1,2.28
New Market,8,6,1,1,1.7
Malakpet,8,4,0,1,2.0
Mahatma Gandhi Bus Station,8,1,0,1,3.53
Osmania Medical College,8,6,1,1,5.28
Gandhi Bhavan,8,1,0,1,4.18
Nampally,8,5,1,1,2.72
Assembly,8,3,0,1,6.08
Lakdi-ka-pul,8,4,0,1,4.3
Khairatabad,8,5,1,1,4.17
Erra Manzil,8,2,0,1,3.3
Panjagutta,8,1,0,1,0.0
Ameerpet,9,0,0,1,5.03
S. R. Nagar,9,4,0,1,2.9
ESI Hospital,9,2,0,1,3.8
Erragadda,9,2,0,1,5.27
Bharat Nagar,9,6,1,1,4.55
Moosapet,9,2,0,1,2.12
Balanagar,9,2,0,1,9.58
Kukatpally,9,5,1,1,5.13
KPHB Colony,9,1,0,1,4.22
JNTU College,9,3,0,1,4.1
Miyapur,9,4,0,1,0.0
Miyapur,7,1,0,0,1.52
JNTU College,7,6,1,0,1.23
KPHB Colony,7,3,0,0,0.03
Kukatpally,7,2,0,0,0.35
Balanagar,7,0,0,0,0.3
Moosapet,7,2,0,0,0.43
Bharat Nagar,7,3,0,0,0.08
Erragadda,7,3,0,0,2.75
ESI Hospital,8,0,0,1,3.02
S. R. Nagar,8,5,1,1,3.28
Ameerpet,8,1,0,1,6.82
Panjagutta,8,5,1,1,5.65
Erra Manzil,8,0,0,1,3.73
Khairatabad,8,2,0,1,4.12
Lakdi-ka-pul,8,4,0,1,4.22
Assembly,8,1,0,1,6.57
Nampally,8,4,0,1,5.78
Gandhi Bhavan,8,6,1,1,1.68
Osmania Medical College,8,4,0,1,2.2
Mahatma Gandhi Bus Station,8,1,0,1,0.0
Malakpet,8,2,0,1,7.27
New Market,8,5,1,1,3.25
Musarambagh,8,6,1,1,6.67
Dilsukh Nagar,8,3,0,1,4.08
Chaitanyapuri,8,2,0,1,3.13
Victoria Memorial,8,5,1,1,0.0
L. B. Nagar,8,3,0,1,2.62
L. B. Nagar,8,3,0,1,1.17
Victoria Memorial,8,1,0,1,4.98
Chaitanyapuri,8,1,0,1,5.65
Dilsukh Nagar,8,0,0,1,2.8
Musarambagh,8,5,1,1,3.45
New Market,8,6,1,1,3.67
Malakpet,8,4,0,1,0.0
Mahatma Gandhi Bus Station,8,4,0,1,2.65
Osmania Medical College,8,4,0,1,4.18
Gandhi Bhavan,8,4,0,1,1.83
Nampally,8,0,0,1,6.5
Assembly,8,3,0,1,6.12
Lakdi-ka-pul,8,0,0,1,1.83
Khairatabad,9,5,1,1,2.33
Erra Manzil,9,6,1,1,3.87
Panjagutta,9,1,0,1,3.1
Ameerpet,9,2,0,1,12.18
S. R. Nagar,9,3,0,1,3.85
ESI Hospital,9,3,0,1,3.45
Erragadda,9,0,0,1,0.0
Bharat Nagar,9,1,0,1,2.37
Moosapet,9,1,0,1,3.1
Balanagar,9,5,1,1,5.68
Kukatpally,9,6,1,1,2.5
KPHB Colony,9,3,0,1,3.45
JNTU College,9,0,0,1,2.05
Miyapur,9,4,0,1,2.97
Miyapur,7,3,0,0,0.75
JNTU College,7,4,0,0,0.23
KPHB Colony,7,2,0,0,0.0
Kukatpally,7,1,0,0,0.27
Balanagar,7,3,0,0,3.72
Moosapet,7,2,0,0,1.62
Bharat Nagar,8,4,0,1,6.15
Erragadda,8,3,0,1,3.3
ESI Hospital,8,2,0,1,4.97
S. R. Nagar,8,3,0,1,3.05
Ameerpet,8,2,0,1,4.93
Panjagutta,8,2,0,1,3.13
Erra Manzil,8,4,0,1,3.33
Khairatabad,8,1,0,1,6.1
Lakdi-ka-pul,8,0,0,1,0.0
Assembly,8,2,0,1,0.0
Nampally,8,1,0,1,2.58
Gandhi Bhavan,8,5,1,1,2.98
Osmania Medical College,8,0,0,1,5.15
Mahatma Gandhi Bus Station,8,4,0,1,0.0
Malakpet,8,3,0,1,5.8
New Market,8,1,0,1,0.0
Musarambagh,8,6,1,1,2.32
Dilsukh Nagar,8,3,0,1,4.38
Chaitanyapuri,8,3,0,1,2.3
Victoria Memorial,8,0,0,1,3.95
L. B. Nagar,8,5,1,1,1.35
L. B. Nagar,8,1,0,1,4.83
Victoria Memorial,8,2,0,1,3.75
Chaitanyapuri,8,5,1,1,2.75
Dilsukh Nagar,8,0,0,1,5.13
Musarambagh,8,1,0,1,1.9
New Market,8,2,0,1,3.73
Malakpet,8,6,1,1,3.5
Mahatma Gandhi Bus Station,8,6,1,1,1.33
Osmania Medical College,8,3,0,1,0.0
Gandhi Bhavan,8,4,0,1,0.0
Nampally,8,4,0,1,2.3
Assembly,9,0,0,1,3.58
Lakdi-ka-pul,9,5,1,1,5.05
Khairatabad,9,6,1,1,1.92
Erra Manzil,9,2,0,1,0.0
Panjagutta,9,2,0,1,5.25
Ameerpet,9,4,0,1,6.73
S. R. Nagar,9,2,0,1,5.28
ESI Hospital,9,1,0,1,2.48
Erragadda,9,1,0,1,4.52
Bharat Nagar,9,4,0,1,3.18
Moosapet,9,3,0,1,4.02
Balanagar,9,3,0,1,4.82
Kukatpally,9,3,0,1,1.92
KPHB Colony,9,4,0,1,5.75
JNTU College,9,0,0,1,0.0
Miyapur,9,6,1,1,0.0
Miyapur,7,6,1,0,2.5
JNTU College,7,2,0,0,0.28
KPHB Colony,7,1,0,0,1.4
Kukatpally,8,5,1,1,4.98
Balanagar,8,6,1,1,5.4
Moosapet,8,1,0,1,2.77
Bharat Nagar,8,5,1,1,5.72
Erragadda,8,0,0,1,0.0
ESI Hospital,8,2,0,1,1.7
S. R. Nagar,8,3,0,1,0.0
Ameerpet,8,5,1,1,5.93
Panjagutta,8,1,0,1,4.48
Erra Manzil,8,6,1,1,3.92
Khairatabad,8,6,1,1,3.6
Lakdi-ka-pul,8,3,0,1,5.65
Assembly,8,3,0,1,5.05
Nampally,8,4,0,1,3.02
Gandhi Bhavan,8,4,0,1,0.0
Osmania Medical College,8,2,0,1,6.25
Mahatma Gandhi Bus Station,8,1,0,1,2.7
Malakpet,8,4,0,1,3.42
New Market,8,2,0,1,4.73
Musarambagh,8,0,0,1,0.0
Dilsukh Nagar,8,3,0,1,4.57
Chaitanyapuri,8,1,0,1,1.82
Victoria Memorial,8,1,0,1,2.57
L. B. Nagar,8,2,0,1,3.17
L. B. Nagar,8,4,0,1,5.63
Victoria Memorial,8,3,0,1,1.98
Chaitanyapuri,8,3,0,1,4.87
Dilsukh Nagar,8,1,0,1,0.0
Musarambagh,8,1,0,1,4.48
New Market,8,3,0,1,5.53
Malakpet,8,0,0,1,3.13
Mahatma Gandhi Bus Station,8,2,0,1,2.2
Osmania Medical College,9,0,0,1,0.0
Gandhi Bhavan,9,4,0,1,2.95
Nampally,9,0,0,1,3.8
Assembly,9,0,0,1,0.0
Lakdi-ka-pul,9,4,0,1,4.1
Khairatabad,9,5,1,1,4.23
Erra Manzil,9,6,1,1,5.33
Panjagutta,9,6,1,1,4.6
Ameerpet,9,5,1,1,3.1
S. R. Nagar,9,2,0,1,0.0
ESI Hospital,9,6,1,1,5.38
Erragadda,9,3,0,1,3.48
Bharat Nagar,9,0,0,1,2.47
Moosapet,9,2,0,1,1.92
Balanagar,9,4,0,1,3.63
Kukatpally,9,6,1,1,6.32
KPHB Colony,9,5,1,1,6.27
JNTU College,9,2,0,1,4.08
Miyapur,9,5,1,1,3.0
Miyapur,7,0,0,0,0.52
JNTU College,8,3,0,1,4.37
KPHB Colony,8,4,0,1,4.18
Kukatpally,8,4,0,1,2.65
Balanagar,8,0,0,1,1.5
